month,region,wea,dens_90,dens_75,dens_50,dens_avg,ann_reg_90,ann_reg_75,ann_reg_50,ann_reg_avg,ann_coast_avg,constraint
January,Mid-Atlantic,OCS-A 0532,0.14529993385076523,0.1196244265884161,0.0760497897863388,0.08794638961553573,0.06292186379432677,0.012153170304372907,0.001961317379027605,0.017818752700484945,0.02216512590611698,0km
January,Mid-Atlantic,OCS-A 0537,0.06946030855178834,0.0670719537883997,0.06412554159760475,0.06183483797524657,0.06292186379432677,0.012153170304372907,0.001961317379027605,0.017818752700484945,0.02216512590611698,0km
January,Mid-Atlantic,OCS-A 0538,0.07755629569292069,0.07509535551071167,0.0616292878985405,0.06188464164733887,0.06292186379432677,0.012153170304372907,0.001961317379027605,0.017818752700484945,0.02216512590611698,0km
January,Mid-Atlantic,OCS-A 0539,0.13069020658731462,0.11897440068423748,0.10209306702017784,0.102906779696544,0.06292186379432677,0.012153170304372907,0.001961317379027605,0.017818752700484945,0.02216512590611698,0km
January,Mid-Atlantic,OCS-A 0541,0.13166765570640565,0.1210229191929102,0.10499023273587227,0.10247590233172689,0.06292186379432677,0.012153170304372907,0.001961317379027605,0.017818752700484945,0.02216512590611698,0km
January,Mid-Atlantic,OCS-A 0542,0.14060530960559844,0.13700981065630913,0.13433526456356049,0.13295424303838185,0.06292186379432677,0.012153170304372907,0.001961317379027605,0.017818752700484945,0.02216512590611698,0km
January,Mid-Atlantic,OCS-A 0544,0.13262738287448883,0.12824608199298382,0.12291030585765839,0.12363785256942113,0.06292186379432677,0.012153170304372907,0.001961317379027605,0.017818752700484945,0.02216512590611698,0km
January,Mid-Atlantic,OCS-A 0549,0.08294469565153123,0.06436634808778763,0.05699946731328964,0.06104983131472881,0.06292186379432677,0.012153170304372907,0.001961317379027605,0.017818752700484945,0.02216512590611698,0km
January,Southeast,OCS-A 0545,0.018441833555698395,0.01648854953236878,0.010943006724119186,0.012943200301378965,0.0016891249455511601,2.981222223752411e-5,1.0755775747384178e-5,0.002123676119939638,0.02216512590611698,0km
January,Southeast,OCS-A 0546,0.016647773981094353,0.013487331569194794,0.0081021161749959,0.010301744047966268,0.0016891249455511601,2.981222223752411e-5,1.0755775747384178e-5,0.002123676119939638,0.02216512590611698,0km
January,Southern New England,OCS-A 0486,0.7529464602470397,0.6932723522186279,0.6130636036396027,0.5890018592278162,0.15008400976657874,0.018916922621428967,2.598425780888647e-4,0.07918808176801849,0.02216512590611698,0km
January,Southern New England,OCS-A 0487,0.35771629810333255,0.24779602885246277,0.16048650443553925,0.2004135259810616,0.15008400976657874,0.018916922621428967,2.598425780888647e-4,0.07918808176801849,0.02216512590611698,0km
January,Southern New England,OCS-A 0500,0.9067814111709596,0.8508963584899902,0.5100410580635071,0.5111516846910767,0.15008400976657874,0.018916922621428967,2.598425780888647e-4,0.07918808176801849,0.02216512590611698,0km
January,Southern New England,OCS-A 0501,1.0878775119781494,0.9988385736942291,0.936554491519928,0.9118726849555969,0.15008400976657874,0.018916922621428967,2.598425780888647e-4,0.07918808176801849,0.02216512590611698,0km
January,Southern New England,OCS-A 0517,0.552459591627121,0.5155912786722183,0.45414409041404724,0.4481314520041148,0.15008400976657874,0.018916922621428967,2.598425780888647e-4,0.07918808176801849,0.02216512590611698,0km
January,Southern New England,OCS-A 0520,0.5518824994564058,0.3337576240301132,0.17353762686252594,0.25834646485745905,0.15008400976657874,0.018916922621428967,2.598425780888647e-4,0.07918808176801849,0.02216512590611698,0km
January,Southern New England,OCS-A 0521,0.6785943329334262,0.4454983323812485,0.16028351336717606,0.3038608651608229,0.15008400976657874,0.018916922621428967,2.598425780888647e-4,0.07918808176801849,0.02216512590611698,0km
